T1.1,Purpose of the checklist,"The purpose of this checklist is to assist experienced accountants in determining whether financial statements comply with the disclosure requirements of FRS 102 The Financial Reporting Standard applicable in the UK and Republic of Ireland.

The checklist also includes relevant disclosures derived from: 

- IFRSs referenced from FRS 102;

- The Companies Acts (2006) & supporting legislation affecting accounts, directors' remuneration reports, & directors' reports; 

- The LLP SORP (2015 and 2017) and LLP legislation; 

- The charity SORP (2015 and 2019) including Scottish charity legislation; 

- The AIC SORP (2014 and 2018); 

- The IMA SORP (2014 and 2017); 

- The academies accounts direction 2014 to 2015, 2015 to 2016, 2016 to 2017, 2017 to 2018 and 2018 to 2019 for those applying the charity SORP 2015 or 2018; 

- Registered housing provider SORP 2014 and 2018 including accounts directions and determinations for England, Scotland and Wales;

- Accounting for further and higher education SORP 2014 and 2019 including accounts directions and determinations for England, Scotland and Wales;

-- The UK Corporate Governance Code; 

- Operating and Financial Reviews; and 

- Preliminary announcements.
",A
T1.2,Disclaimer,"We have tried to ensure that all requirements are included in the checklist and that the link between the tailoring questions and the disclosure requirements is robust. However we can give no warranty as to the accuracy or completeness of the software. 

It still remains the responsibility of the user to ensure that the financial statements comply with all disclosure requirements. 

Please be aware that this checklist does not cover the recognition, measurement and presentation requirements of FRS 102 or referenced IFRSs, although reference to these aspects of standards are made where is it is considered relevant, for example in help screens giving background information on disclosure requirements.",A
T1.3,Applicable Period,"This checklist should only be used for accounting periods ending on or after 31 December 2012 where FRS 102 is being adopted.

Where the financial statements are for a periods ending before this date, please contact Ideagen in order to ascertain the
most suitable checklist to apply in your scenario.",A
T2.1,SORPS,"Is the entity within the scope of a SORP or Accounts Direction (or volunteering to comply with one where it does not conflict with the framework adopted)?


Note. Where the entity is a charity but a separate SORP exists for a particular class of charity, eg SORP applicable for Registered Social Housing Providers or further and higher education, those SORPs should be used and not the charity SORP.",None
T2.4,Public Benefit Entity,Is the reporting entity a public benefit entity?,N
T2.4A,Public Benefit Entity,Is the reporting entity part of a public benefit group?,N
T2.27,Investment trusts,Do you wish to include the disclosure requirements of the AIC SORP 2014 and AIC SORP 2018 for the Financial statements of Investment Trust Companies and Venture Capital Trusts?,N
T2.44,UK Authorised funds,"Is the entity a UK authorised fund? Note. If the answer is 'Yes', the checklist will include the requirements from the IMA SORP for financial statements of Uk Authorised Funds (issued May 2014 and June 2017).",N
T1.1.1,Accounting period start date,What is the first day of the entity�s accounting period?,01/01/2019
T1.1.2,Accounting period end date,What is the last day of the entity's accounting period?,31/12/2019
T1.1.6,First financial statements,Are these the first financial statements produced by the entity?,N
T1.1.7,Frequency of reporting,Are the annual financial statements being presented for a period of other than a year (e.g. because of a change in year end)?,N
T3.1.2.2,UK Exity from the EU, Does the entity wish to early adopt the amendments to FRS 102 - UK exit from the EU?, N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.2.2,Entity size,"Do you want the checklist to assist in determining whether the company or LLP is small, medium or large? Note. This will not determine if the entity can adopt the micro-entity provisions.",N
T3.1.2.25,Size of entity,"Does the entity qualify for: -Small exemptions; - Medium-sized exemptions, or - None of the above?",Medium
T1.2.17,Micro,Is the entity adopting the micro entity regulations?  See Help for guidance.,N
T1.2.23A,Overseas company,Is the entity an overseas company as defined in the Companies Act 2006? See Help for guidance.,N
T1.2.24,Type of entity,"Please select the type of entity that this checklist is being answered for: 
Private Company - a UK private company that is limited by shares (Ltd or c.i.c); 
Public Company - a UK public limited company (Plc) or c.i.c.; 
Unlimited Company - a UK unlimited company (or c.i.c.) or a company limited by [membership] guarantee; 
LLP - a limited liability partnership (LLP) incorporated in Great Britain under the 2000 Act, or 
None of the above? 
If the entity is a Qualifying Partnerships, please tick private company. If the entity is a Co-operative and Community Benefit Societies select none of the above.",None of the above
T1.2.25,Co-ops and Community benefit societies,Is the entity a Co-operative and Community Benefit Society?,N
T1.3.1,Group membership,Please select which item(s) describe the group membership of the entity (tick all that apply):,Subsidiary
T1.4.1,Active or dormant entity?,"Was the entity, including any subsidiaries, active at any time in the period?



(Answer 'yes' unless dormant as defined on the help screen)",Y
T1.5.1,Subsidiary accounts audit exemption,Is the entity intending to apply the subsidiary exemption from audit (see Help)?,Y
T1.5.2,Subsidiary accounts audit exemption exclusions,"At any time within the financial year in question was the entity:-

(a) a quoted company as defined in section 385(2) of the Companies Act 2006, 

(b) a company that� 

(i) is an authorised insurance company, a banking company, an e-money issuer, a MiFID investment firm or a UCITS management company, or 

(ii) carries on insurance market activity, or 

(c) a special register body as defined in section 117(1) of the Trade Union and Labour 
Relations (Consolidation) Act 1992 (c 52) or an employers� association as defined 
in section 122 of that Act or Article 4 of the Industrial Relations (Northern Ireland) 
Order 1992 (S.I. 1992/807) (NI 5).",N
,Subsidiary accounts audit exemption exclusions,(a) all members of the company have agreed to the exemption in respect of the financial year in question?,Y
,Subsidiary accounts audit exemption exclusions,(b) the parent undertaking has given a guarantee under section 479C of the Companies Act 2006 in respect of the financial year in question?,Y
,Subsidiary accounts audit exemption exclusions,"(c) the company is included in the consolidated accounts drawn up for the financial year in question, or to an an earlier date in that year, by the parent undertaking in accordance with :-

(i) the provisions of the Seventh Directive (83/349/EEC), or

(ii) international accounting standards?",Y
,Subsidiary accounts audit exemption exclusions,(d) the parent undertaking has disclosed in the notes to the consolidated accounts that the entity is exempt from the requirements to the audit of individual accounts by virtue of the Companies Act 2006 s.479AA?,Y
,Subsidiary accounts audit exemption exclusions,(e) the audit exemption statements (CA 06 s.475(2) and (3)) have been included on the balance sheet?,Y
,Subsidiary accounts audit exemption exclusions,(f) members accounting for over 10% of a class of issued shares demand an audit (not applicable for LLPs)?,Y
T1.5.4A,Warning - exemption conditions not met,The subsidiary must meet all the above conditions to take advantage of the available exemption. The checklist will now assume that the exemption conditions are not being applied.,OK
T1.7.1.2,Initial adoption of FRS 102,"Are these the entity's first set of accounts under FRS 102?

(See Help)

Please answer ""No"" if the entity has applied FRS 102 in a previous accounting period, even if the accounts did not contain an explicit and unreserved statement of compliance with FRS 102.",N
T1.7.1.3,Amended Standards or Abstracts,Has an amendment to any FRS or Abstract had an effect on the current or prior periods or might have an effect on future periods?,N
T1.7.2.1,Previous Annual Financial Statements,Do the most recent previous annual financial statements of the entity contain an explicit and unreserved statement of compliance with this FRS?,N
T1.7.2.2,Transition to FRS102,"As the entity's most recent previous annual financial statements did not contain an explicit and unreserved statement of compliance with FRS 102, has the entity:

(1) applied section 35, ""Transition to this FRS"", or

(2) applied FRS 102 retrospectively in accordance with Section 10 Accounting Policies, Changes in Estimates and Errors as if the entity had never stopped applying FRS 102?

Note: First time adopters of FRS 102 should answer (1) but other entities have a choice of (1) or (2).",1
T1.7.2.3,Restatement of opening position at the date of transition,Is it impracticable for the entity to restate the opening statement of financial position at the date of transition for one or more of the adjustments required by paragraph 35.7- see Help?,N
T1.7.2.4,Prior Period Disclosures,Is it impracticable for the entity to provide any disclosures required by this FRS for any period before the period in which it prepares its first financial statements that conform to this FRS?,N
T2.1.1,Financial Institution,Is the reporting entity a financial institution (see Help)?,N
T2.3.1,Securities,"Are any of the entity's securities publicly traded, or is the entity in the process of filing its financial statements with a securities commission or other regulatory organisation for the purpose of issuing any class of instruments in a public market?",N
T2.3.15,Earnings per share,"Does the entity voluntarily disclose earnings per share?
",N
T2.4.1,Qualifying Entity,Does the parent of the group of which this entity is a member:,H
,Qualifying Entity,"prepare publicly available consolidated financial statements which are intended to give a true and fair view (of the assets, liabilities, financial position and profit or loss)?",N
,Qualifying Entity,include this entity in the consolidation?,N
T2.5.3,Total comprehensive income,"Which approach is taken to total comprehensive income presentation?



1. Single statement



2. Two separate statements (Income/p&l and comprehensive income)",2
T2.5.3.1,Other Comprehensive Income,Are there any non profit and loss items in the current or previous period to record as Other Comprehensive Income?,Y
T2.5.6,Extractive Industries,Is the Entity (or in the case of a group the group of which this entity is a parent) involved in extractive industries?,N
T2.5.7,Insurance Contracts,"Does the entity issue either:
Insurance Contracts (as defined in FRS 102/ 103); or
Financial instruments with discretionary participation features (as defined in FRS 102/ 103)?",N
T2.5.8,Insurance,Is the reporting entity either an insurance company or group?,N
T2.5.10,Discretionary participation,Does the reporting entity issue contracts (either insurance contracts or financial instruments) with discretionary participation features (as defined in FRS 102/ 103)?,N
T3.1,Departures,"Are there any material departures from applicable legislation, or accounting standards?",N
T3.1.1,Departures prior period,"Are there any material departures from applicable legislation, or accounting standards in the prior period which affect the amounts recognised in the current period?",N
T3.3,Going concern,Has management produced financial statements on a going concern basis?,Y
T3.4,Going concern: Material uncertainties,"Is management aware, in making its assessment of an entity's ability to continue as a going concern, of material uncertainties related to events or conditions that cast significant doubt upon that entity�s ability to continue as a going concern?",N
T3.5,Change in presentation or classification,Has the entity changed the presentation or classification of items in the financial statements?,N
T4.1.1,Accounting transactions,Has the entity:,H
,Accounting transactions,#NAME?,N
,Accounting transactions,#NAME?,N
,Accounting transactions,#NAME?,N
,Accounting transactions,#NAME?,N
T4.1.2,Voluntary change in AP,Has the entity applied a voluntary change in accounting policy which has had an effect on the current period or any prior period?,N
T4.1.4,Changes in accounting estimates,"Has the entity adjusted the carrying amount of an asset or a liability, or the amount of the periodic consumption of an asset giving rise to a change in accounting estimate?",N
T4.1.5,Prior Period Errors,Have any errors been detected relating to prior periods?,N
T4.1.7,Special transactions,"In relation to the accounting period, has the entity:",H
,Special transactions,"- events after the balance sheet date (adjusting or not)?

",Y
,Special transactions,#NAME?,N
T4.1.8,Dividend paid or proposed,Has the entity paid or proposed dividends?,N
T4.2.1,Not Cos. Act balance sheet,"Does the entitys statutory framework prevent it using a Companies Act balance sheet format?

Select 'Yes' if you are a charity, academy trust or further and higher educaton establishment.",N
T4.2.2,Balance sheet format,"Does the entity follow statutory:

1) balance sheet format 1 (vertical); or

2) balance sheet format 2 (horizontal)? This included abridged or adapted balance sheets where relevant.",1
T4.2.3,Contents,Which of the following items does the entity have:,H
,Contents,Intangible assets,N
,Contents,Tangible fixed assets?,Y
,Contents,"Property, plant and equipment?",Y
,Contents,Investment property?,N
,Contents,Biological assets related to agricultural activity?,N
,Contents,Investments in Associates?,Y
,Contents,Heritage Assets?,N
,Contents,investments (including subsidiaries)?,Y
,Contents,"Investments in: 

joint ventures; 
jointly controlled entities; 
jointly controlled operations, or 
jointly controlled assets?",Y
,Contents,Financial Instruments?,Y
,Contents,Financial Instruments measured at fair value?,Y
,Contents,Impaired assets?,N
,Contents,Contingent assets?,N
,Contents,Share-based payment transactions?,N
,Contents,share capital?,Y
,Contents,Inventory/stock/work in progress?,N
,Contents,long term contracts?,N
,Contents,debtors?,Y
